0.0,155966.02,245131.88,137811.38,0.0,
0.0,212739.13,106088.18,0.0,0.0,
0.0,99722.0,87082.62,110804.3,0.0,
0.0,198778.01,73478.2,13957.65,0.0,
1.0,140546.87,119397.26,18625.08,0.0,
1.0,257510.59,880.16,16159.5,0.0,
1.0,257510.48,0.0,16679.79,0.0,
1.0,257510.44,377.21,15883.56,0.0,
0.0,256470.41,0.0,11522.18,0.0,
0.0,261717.6,0.0,2357.0,0.0,
0.0,254027.63,0.0,5899.48,0.0,
0.0,104861.39,50227.61,103499.39,0.0,
1.0,245124.44,0.0,12000.0,0.0,
0.0,110661.2,31162.04,111446.2,0.0,
0.0,132202.26,52648.92,67083.83,0.0,
1.0,196081.86,0.0,54040.18,0.0,
0.0,233867.6,0.0,14851.04,0.0,
1.0,140546.89,82428.76,18310.77,0.0,
0.0,226206.8,0.0,15004.37,0.0,
1.0,214745.44,9161.31,14972.45,0.0,
0.0,102571.24,7437.0,128543.64,0.0,
1.0,140546.86,80411.9,17542.29,0.0,
0.0,148970.43,66977.63,21889.67,0.0,
0.0,185369.69,37873.61,14465.53,0.0,
0.0,122974.0,0.0,113226.92,0.0,
0.0,130457.88,51864.26,50380.44,0.0,
0.0,85578.61,42878.01,104030.1,0.0,
1.0,172529.08,0.0,58776.96,0.0,
1.0,217410.8,0.0,13216.41,0.0,
0.0,102722.4,7437.0,118456.21,0.0,
0.0,215914.03,0.0,12293.83,0.0,
1.0,208925.6,5539.3,12615.6,0.0,
1.0,188708.0,0.0,32080.36,0.0,
1.0,188708.0,0.0,32080.36,0.0,
1.0,206057.69,3431.01,10921.33,0.0,
0.0,63811.18,57966.33,98578.97,0.0,
1.0,188708.0,0.0,31572.3,0.0,
0.0,121628.34,89920.21,8383.77,0.0,
1.0,191054.19,0.0,28658.16,0.0,
1.0,179648.0,0.0,39029.76,0.0,
1.0,203658.55,4759.36,9561.44,0.0,
1.0,188889.44,0.0,28921.31,0.0,
0.0,185369.68,27321.83,4651.44,0.0,
1.0,192170.93,11260.27,13712.8,0.0,
0.0,149044.93,4836.87,61531.43,0.0,
0.0,130481.53,2433.29,82029.92,0.0,
0.0,206438.88,0.0,8377.03,0.0,
